system,Mineral,Mineral_formula,Sorbate,Reference,Set,SetID,electrolyte_sig,pH,ionic_strength,response,temp,mineralsites
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4b,12,N(+5)+Na(+1),6.07,1.3,9.22367e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4b,13,N(+5)+Na(+1),6.36,1.3,9.6942e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4c,1,N(+5)+Na(+1),5.28,1.3,2.35266e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4c,2,N(+5)+Na(+1),5.31,1.3,2.80638e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4c,3,N(+5)+Na(+1),5.55,1.3,4.58033e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4c,4,N(+5)+Na(+1),5.58,1.3,4.63074e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4c,5,N(+5)+Na(+1),5.76,1.3,6.95084e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4c,6,N(+5)+Na(+1),5.78,1.3,7.30373e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-4c,7,N(+5)+Na(+1),6.03,1.3,9.05982e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5a,1,N(+5)+Na(+1),7.56,1.3,1.64707e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5a,2,N(+5)+Na(+1),7.65,1.3,1.4326e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5a,3,N(+5)+Na(+1),7.78,1.3,8.6292e-08,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5a,4,N(+5)+Na(+1),8.01,1.3,4.26629e-08,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,1,N(+5)+Na(+1),5.94,1.3,3.65712e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,2,N(+5)+Na(+1),6.09,1.3,5.05401e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,3,N(+5)+Na(+1),6.16,1.3,6.14526e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,4,N(+5)+Na(+1),6.19,1.3,6.51496e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,5,N(+5)+Na(+1),6.24,1.3,6.65991e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,6,N(+5)+Na(+1),6.32,1.3,7.83938e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,7,N(+5)+Na(+1),6.42,1.3,8.79935e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,8,N(+5)+Na(+1),7.01,1.3,1.01269e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,9,N(+5)+Na(+1),7.11,1.3,1.02456e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,10,N(+5)+Na(+1),7.16,1.3,9.95677e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,11,N(+5)+Na(+1),7.26,1.3,9.57867e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,12,N(+5)+Na(+1),7.37,1.3,9.18481e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,13,N(+5)+Na(+1),7.39,1.3,8.73843e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,14,N(+5)+Na(+1),7.48,1.3,8.14817e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,15,N(+5)+Na(+1),7.47,1.3,8.67752e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,16,N(+5)+Na(+1),7.64,1.3,7.01595e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,17,N(+5)+Na(+1),7.53,1.3,7.64088e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,18,N(+5)+Na(+1),7.58,1.3,6.71032e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,19,N(+5)+Na(+1),7.64,1.3,6.31016e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,20,N(+5)+Na(+1),7.59,1.3,6.00662e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,21,N(+5)+Na(+1),7.6,1.3,6.01082e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,22,N(+5)+Na(+1),7.68,1.3,5.388e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,23,N(+5)+Na(+1),7.71,1.3,4.41543e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,24,N(+5)+Na(+1),7.78,1.3,3.45126e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,25,N(+5)+Na(+1),7.76,1.3,3.61511e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,26,N(+5)+Na(+1),7.86,1.3,3.25906e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,27,N(+5)+Na(+1),7.87,1.3,2.96603e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,28,N(+5)+Na(+1),7.94,1.3,2.37471e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5b,29,N(+5)+Na(+1),8.12,1.3,1.98715e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5c,1,N(+5)+Na(+1),7.12,1.3,1.63812e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5c,2,N(+5)+Na(+1),7.41,1.3,1.48436e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5c,3,N(+5)+Na(+1),7.49,1.3,1.24035e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5c,4,N(+5)+Na(+1),7.62,1.3,8.71995e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5c,5,N(+5)+Na(+1),7.91,1.3,3.73736e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5d,1,N(+5)+Na(+1),7.32,1.3,3.91129e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5d,2,N(+5)+Na(+1),7.63,1.3,3.20129e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5d,3,N(+5)+Na(+1),7.66,1.3,2.51272e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5d,4,N(+5)+Na(+1),7.69,1.3,2.02748e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-5d,5,N(+5)+Na(+1),8.2,1.3,5.96986e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6a,1,N(+5)+Na(+1),8.34,1.3,7.56211e-08,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6a,2,N(+5)+Na(+1),8.13,1.3,2.30434e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6a,3,N(+5)+Na(+1),7.81,1.3,6.83425e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6a,4,N(+5)+Na(+1),7.64,1.3,9.11654e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6b,1,N(+5)+Na(+1),8.17,1.3,8.41915e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6b,2,N(+5)+Na(+1),7.86,1.3,2.4955e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6b,3,N(+5)+Na(+1),7.74,1.3,3.48529e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6c,1,N(+5)+Na(+1),8.23,1.3,2.15268e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6c,2,N(+5)+Na(+1),8.04,1.3,5.69553e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6c,3,N(+5)+Na(+1),7.88,1.3,8.33092e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6c,4,N(+5)+Na(+1),7.7,1.3,1.07382e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6d,1,N(+5)+Na(+1),8.24,1.3,3.5752e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6d,2,N(+5)+Na(+1),8.03,1.3,1.01101e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6d,3,N(+5)+Na(+1),7.92,1.3,1.61283e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-6d,4,N(+5)+Na(+1),7.76,1.3,1.93905e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7a,1,N(+5)+Na(+1),7.98,1.3,6.48031e-08,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7a,2,N(+5)+Na(+1),7.88,1.3,1.86952e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7a,3,N(+5)+Na(+1),7.75,1.3,2.66879e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7a,4,N(+5)+Na(+1),7.61,1.3,4.91537e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7b,1,N(+5)+Na(+1),8.32,1.3,1.34437e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7b,2,N(+5)+Na(+1),8.16,1.3,2.82949e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7b,3,N(+5)+Na(+1),8.11,1.3,3.89659e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7b,4,N(+5)+Na(+1),8.04,1.3,5.63062e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7b,5,N(+5)+Na(+1),7.95,1.3,7.60202e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7b,6,N(+5)+Na(+1),7.76,1.3,9.45683e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7c,1,N(+5)+Na(+1),8.27,1.3,1.77205e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7c,2,N(+5)+Na(+1),8.14,1.3,5.96146e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7c,3,N(+5)+Na(+1),7.96,1.3,9.69588e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7c,4,N(+5)+Na(+1),7.74,1.3,1.15788e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7d,1,N(+5)+Na(+1),8.29,1.3,4.17596e-06,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7d,2,N(+5)+Na(+1),8.1,1.3,1.08621e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7d,3,N(+5)+Na(+1),7.88,1.3,1.73676e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),t83,T83_TVI-7d,4,N(+5)+Na(+1),7.7,1.3,2.04303e-05,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,1,N(+5)+Na(+1),2.9903,0.013000000000000001,1.94701e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,2,N(+5)+Na(+1),3.5034,0.013000000000000001,2.4825e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,3,N(+5)+Na(+1),3.9941,0.013000000000000001,3.46766e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,4,N(+5)+Na(+1),4.4902,0.013000000000000001,4.54398e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,5,N(+5)+Na(+1),5.0146,0.013000000000000001,4.93364e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,6,N(+5)+Na(+1),5.4891,0.013000000000000001,4.97077e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,7,N(+5)+Na(+1),5.9858,0.013000000000000001,4.98362e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,8,N(+5)+Na(+1),6.5105,0.013000000000000001,4.98436e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,9,N(+5)+Na(+1),7.0073,0.013000000000000001,4.92428e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,10,N(+5)+Na(+1),7.4874,0.013000000000000001,4.87026e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,11,N(+5)+Na(+1),7.9787,0.013000000000000001,4.68256e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,12,N(+5)+Na(+1),8.4924,0.013000000000000001,4.50097e-07,,2.31
goethite-*-U(+6),goethite,alpha-FeOOH,U(+6),nkm14,nkm14_f3a,13,N(+5)+Na(+1),9.0006,0.013000000000000001,4.02161e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6e,1,C(+4)+Cl(-1)+K(+1),7.8,0.103729968,1.03291e-06,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6e,2,C(+4)+Cl(-1)+K(+1),7.8,0.107838816,1.01555e-06,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6e,3,C(+4)+Cl(-1)+K(+1),7.8,0.13743376000000002,9.64826e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6e,4,C(+4)+Cl(-1)+K(+1),7.8,0.15845344,9.64171e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6e,5,C(+4)+Cl(-1)+K(+1),7.8,0.1811752,9.64201e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6e,6,C(+4)+Cl(-1)+K(+1),7.8,0.2932912,9.04352e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6e,7,C(+4)+Cl(-1)+K(+1),7.8,0.4874752,8.19401e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,1,Citrate(-3)+Cl(-1)+K(+1),7.0,0.10006123780000001,1.0298e-06,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,2,Citrate(-3)+Cl(-1)+K(+1),7.0,0.1004566555,9.84687e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,3,Citrate(-3)+Cl(-1)+K(+1),7.0,0.10216338850000001,8.99119e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,4,Citrate(-3)+Cl(-1)+K(+1),7.0,0.104764375,8.58774e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,5,Citrate(-3)+Cl(-1)+K(+1),7.0,0.11082448,7.9265e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,6,Citrate(-3)+Cl(-1)+K(+1),7.0,0.122390425,7.27911e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,7,Citrate(-3)+Cl(-1)+K(+1),7.0,0.1477909,6.8408e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,8,Citrate(-3)+Cl(-1)+K(+1),7.0,0.204418,6.2283e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),bc87,bc87_f6b,9,Citrate(-3)+Cl(-1)+K(+1),7.0,0.31600360000000005,5.72027e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,1,Cl(+7)+Na(+1),2.6799,0.025,9.93759e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,2,Cl(+7)+Na(+1),3.1936,0.025,9.94805e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,3,Cl(+7)+Na(+1),4.1846,0.025,9.90965e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,4,Cl(+7)+Na(+1),4.6249,0.025,9.91862e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,5,Cl(+7)+Na(+1),5.4447,0.025,9.84321e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,6,Cl(+7)+Na(+1),6.9498,0.025,9.44779e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,7,Cl(+7)+Na(+1),8.9683,0.025,9.29026e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,8,Cl(+7)+Na(+1),9.9723,0.025,4.87126e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3ba,9,Cl(+7)+Na(+1),10.9031,0.025,5.41446e-11,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,1,Cl(+7)+Na(+1),2.5944,0.25,9.90498e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,2,Cl(+7)+Na(+1),3.096,0.25,9.8944e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,3,Cl(+7)+Na(+1),4.0622,0.25,9.93234e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,4,Cl(+7)+Na(+1),4.8573,0.25,9.93402e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,5,Cl(+7)+Na(+1),6.191,0.25,9.81167e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,6,Cl(+7)+Na(+1),6.9251,0.25,9.73609e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,7,Cl(+7)+Na(+1),8.491,0.25,9.43271e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,8,Cl(+7)+Na(+1),9.4209,0.25,9.19768e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,9,Cl(+7)+Na(+1),10.0082,0.25,8.79544e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bb,10,Cl(+7)+Na(+1),10.903,0.25,5.55168e-11,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,1,Cl(+7)+Na(+1),2.5088,2.5,9.89167e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,2,Cl(+7)+Na(+1),3.7442,2.5,9.91655e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,3,Cl(+7)+Na(+1),4.3925,2.5,9.91645e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,4,Cl(+7)+Na(+1),4.8696,2.5,9.91191e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,5,Cl(+7)+Na(+1),5.8481,2.5,9.89676e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,6,Cl(+7)+Na(+1),6.8024,2.5,9.90192e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,7,Cl(+7)+Na(+1),7.8303,2.5,9.72176e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,8,Cl(+7)+Na(+1),8.8458,2.5,9.34117e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,9,Cl(+7)+Na(+1),9.984,2.5,7.90161e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bc,10,Cl(+7)+Na(+1),10.744,2.5,6.44742e-11,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,1,Cl(+7)+Na(+1),2.6303,2.5,3.95442e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,2,Cl(+7)+Na(+1),3.9514,2.5,3.95313e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,3,Cl(+7)+Na(+1),4.869,2.5,3.92094e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,4,Cl(+7)+Na(+1),6.2279,2.5,3.03601e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,5,Cl(+7)+Na(+1),7.6349,2.5,2.3472e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,6,Cl(+7)+Na(+1),8.0142,2.5,2.059e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,7,Cl(+7)+Na(+1),9.262,2.5,1.87199e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f3bd,8,Cl(+7)+Na(+1),10.8647,2.5,1.26938e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,1,Cl(+7)+Na(+1),9.5,2.5,2.33685e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,2,Cl(+7)+Na(+1),9.5,2.5,4.28085e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,3,Cl(+7)+Na(+1),9.5,2.5,1.06692e-08,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,4,Cl(+7)+Na(+1),9.5,2.5,4.9196e-08,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,5,Cl(+7)+Na(+1),9.5,2.5,2.49592e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,6,Cl(+7)+Na(+1),9.5,2.5,5.0284e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,7,Cl(+7)+Na(+1),9.5,2.5,2.63287e-06,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4ba,8,Cl(+7)+Na(+1),9.5,2.5,2.44754e-05,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,1,Cl(+7)+Na(+1),3.0,2.5,3.49969e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,2,Cl(+7)+Na(+1),3.0,2.5,7.2934e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,3,Cl(+7)+Na(+1),3.0,2.5,1.76007e-08,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,4,Cl(+7)+Na(+1),3.0,2.5,8.37973e-08,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,5,Cl(+7)+Na(+1),3.0,2.5,3.98869e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,6,Cl(+7)+Na(+1),3.0,2.5,7.78269e-07,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,7,Cl(+7)+Na(+1),3.0,2.5,4.3444e-06,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,8,Cl(+7)+Na(+1),3.0,2.5,4.30358e-05,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bb,9,Cl(+7)+Na(+1),3.0,2.5,0.000375258,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bc,1,Cl(+7)+Na(+1),5.1,2.5,2.79789e-10,,2.31
goethite-*-Se(+4),goethite,alpha-FeOOH,Se(+4),masgg09,masgg09_f4bc,2,Cl(+7)+Na(+1),5.1,2.5,4.23575e-10,,2.31
