system,verdict,reason,n_points,pH_span,n_distinct_I_levels,I_levels_list,joint_coverage_fraction,n_refs_total,n_refs_with_sufficient_I_variation,pct_points_in_I_varying_refs,site_density_status,n_references,temp_range_C,pH_min,pH_max,I_min,I_max,n_rows_total,missing_response,missing_pH,missing_I,invalid_response_values,n_sets,median_replicates_per_set,site_density_mean,site_density_cv,n_distinct_formulas,initial_bandwidth_pH_scaled,initial_bandwidth_I_scaled,n_points_in_I_varying_refs
alumina-Cl(+7)+Fulvic acid+Na(+1)-Eu(+3),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",53,6.569700000000001,2,"0.25, 2.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.0345,9.6042,0.25,2.5,53,0,0,0,0,5,11.0,2.3100000000000005,1.940861316840604e-16,1,0.0061,0.0061,0
bentonite-Cl(-1)+Na(+1)+P(+5)-Eu(+3),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",50,7.1983,2,"0.1, 0.103",0.3333333333333333,1,0,0.0,"fixed, as expected",1,0.0,2.4357,9.634,0.1,0.103,50,0,20,0,0,4,13.0,2.3100000000000005,1.9419820144511748e-16,0,0.0605,0.0605,0
hematite-K(+1)+N(+5)-Se(+4),FAIL,"only 47 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",47,10.8825,2,"0.13, 5.59",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,2.0567,12.9392,0.13,5.59,47,0,0,0,0,4,11.5,2.3100000000000005,1.9432481117373287e-16,1,0.0,0.0,0
hematite-K(+1)+N(+5)-Se(+6),FAIL,"only 45 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",45,10.1175,2,"0.13, 5.59",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,1.9268,12.0443,0.13,5.59,45,0,0,0,0,4,11.5,2.3100000000000005,1.9441875597553376e-16,1,0.0,0.0,0
vernadite-C(+4)+N(+5)+Na(+1)-U(+6),FAIL,"only 45 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",45,8.0544,2,"0.138, 0.17",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,2.0495,10.1039,0.138,0.17,45,0,0,0,0,4,11.5,2.3100000000000005,1.9441875597553376e-16,1,0.0094,0.0094,0
goethite-Cl(+7)+Na(+1)-Oxalic acid,FAIL,"only 41 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",41,7.090059999999999,2,"2.5, 13.25",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,2.69565,9.78571,2.5,13.25,41,0,0,0,0,4,9.5,2.31,0.0,1,0.0247,0.0247,0
bentonite-Cl(-1)+Eu(+3)+Na(+1)-P(+5),FAIL,"only 39 points (< 50); only 1 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",39,6.7872,1,0.1,0.3333333333333333,1,0,0.0,"fixed, as expected",1,0.0,2.4742,9.2614,0.1,0.1,39,0,12,0,0,3,12.0,2.3100000000000005,1.9475954283825384e-16,0,0.063,0.063,0
hydrous manganese oxide-N(+5)+Na(+1)-Ni(+2),FAIL,"only 34 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",34,6.014600000000001,2,"0.195, 19.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,1.9889,8.0035,0.195,19.5,34,0,0,0,0,3,11.0,2.31,0.0,0,0.0787,0.0787,0
chlorite-N(+5)+Na(+1)-U(+6),FAIL,"only 33 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",33,5.9166,2,"0.13, 1.3",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.803,9.7196,0.13,1.3,33,0,0,0,0,3,12.0,2.31,0.0,0,0.0278,0.0278,0
ferrihydrite-C(+4)+Cl(-1)+Na(+1)-U(+6),FAIL,"only 33 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",33,6.77421,2,"0.01, 0.09",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.02566,9.79987,0.01,0.09,33,0,0,0,0,2,16.5,2.31,0.0,1,0.0496,0.0496,0
heulandite-Cl(-1)+Na(+1)-Sm(+3),FAIL,"only 32 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",32,6.401399999999999,2,"0.001, 0.1",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.2719,9.6733,0.001,0.1,32,0,0,0,0,3,14.0,2.31,0.0,0,0.0353,0.0353,0
heulandite-Cl(-1)+Na(+1)-Eu(+3),FAIL,"only 31 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",31,6.3567,2,"0.001, 0.1",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.3552,9.7119,0.001,0.1,31,0,0,0,0,3,13.0,2.3100000000000005,1.954242531079898e-16,0,0.0429,0.0429,0
hydrous manganese oxide-N(+5)+Na(+1)-Ca(+2),FAIL,"only 31 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",31,5.9891,2,"0.195, 19.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,1.9965,7.9856,0.195,19.5,31,0,0,0,0,3,10.0,2.3100000000000005,1.954242531079898e-16,0,0.0808,0.0808,0
hydrous aluminum oxide-N(+5)+Na(+1)-Ca(+2),FAIL,"only 28 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",28,5.106199999999999,2,"0.78, 19.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,4.8667,9.9729,0.78,19.5,28,0,0,0,0,3,9.0,2.31,0.0,0,0.0903,0.0903,0
alumina-Cl(+7)+Fulvic acid+Na(+1)-Sr(+2),FAIL,"only 24 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",24,6.589799999999999,2,"0.25, 2.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.082,9.6718,0.25,2.5,24,0,0,0,0,2,12.0,2.31,0.0,1,0.0713,0.0713,0
shale-Ca(+2)+Cl(-1)+Na(+1)-Np(+4),FAIL,"only 24 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",24,7.056109999999999,2,"4.85, 7.285",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,3.00899,10.0651,4.85,7.285,24,0,0,0,0,2,12.0,2.31,0.0,0,0.0567,0.0567,0
alumina-Cl(+7)+Na(+1)-Fulvic acid,FAIL,"only 23 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",23,5.6157,2,"0.25, 2.5",0.3333333333333333,1,0,0.0,"fixed, as expected",1,,2.9413,8.557,0.25,2.5,23,0,0,0,0,2,11.5,2.310000000000001,3.9313418947998006e-16,1,0.0723,0.0723,0
kaolinite-Cl(+7)+Na(+1)-Eu(+3),FAIL,"only 21 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",21,8.863000000000001,2,"0.25, 1.25",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,1.043,9.906,0.25,1.25,21,0,0,0,0,2,10.5,2.3100000000000005,1.9699395104015114e-16,0,0.0425,0.0425,0
gibbsite-N(+5)+Na(+1)-H(+1),FAIL,"only 0 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,5.228000000000001,2,"0.13, 1.3",0.3333333333333333,2,0,0.0,"fixed, as expected",2,,4.951,10.179,0.13,1.3,67,67,0,0,0,4,16.5,2.31,0.0,1,0.0184,0.0184,0
kaolinite-N(+5)+Na(+1)-U(+6),FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",400,15.780100000000001,3,"0.13, 1.3, 6.5",0.3055555555555556,3,0,0.0,"fixed, as expected",3,,2.4715,18.2516,0.13,6.5,400,0,0,0,14,26,18.0,2.3099999999999996,1.9248717072277888e-16,0,0.0003,0.0003,0
goethite-N(+5)+Na(+1)-Ni(+2),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",295,7.1058,2,"0.013, 0.13",0.3055555555555556,3,0,0.0,"fixed, as expected",3,,2.9815,10.0873,0.013,0.13,295,0,0,0,1,16,20.5,2.31,0.0,1,0.0,0.0,0
illite-Cl(+7)+Na(+1)-Am(+3),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",132,8.11,2,"2.5, 25",0.3055555555555556,2,0,0.0,"fixed, as expected",2,,2.56,10.67,2.5,25.0,132,0,0,0,0,4,23.5,2.31,0.0,1,0.0,0.0,0
hydrous aluminum oxide-N(+5)+Na(+1)-Sr(+2),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",92,4.0989,2,"0.78, 7.8",0.3055555555555556,1,0,0.0,"fixed, as expected",1,21.0,4.9931,9.092,0.78,7.8,92,0,0,0,0,8,11.0,2.3099999999999996,1.9329982406880402e-16,0,0.0,0.0,0
goethite-Cl(-1)+Na(+1)-C(+4),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",91,4.90073,2,"0.01, 0.1",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,3.01722,7.91795,0.01,0.1,91,0,0,0,0,6,8.5,2.3099999999999996,1.9331149641107902e-16,1,0.006,0.006,0
alumina-Cl(+7)+Na(+1)-Am(+3),FAIL,"only 2 distinct ionic-strength levels; 3 distinct mineral formulas under one mineral label - ambiguous phase; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",89,11.27,2,"0.25, 2.5",0.3055555555555556,5,0,0.0,"fixed, as expected",5,,2.13,13.4,0.25,2.5,89,0,0,0,0,10,7.5,2.3099999999999996,1.9333563470129126e-16,3,0.0046,0.0046,0
hematite-C(+4)+Cl(+7)+Na(+1)-Np(+5),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",83,9.1584,2,"0.25, 2.5",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,1.9514,11.1098,0.25,2.5,83,0,0,0,5,8,10.5,2.31,0.0,1,0.0012,0.0012,0
magnetite-N(+5)+Na(+1)-Yb(+3),FAIL,"pH span only 3.87; only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",59,3.8727,2,"0.65, 1.3",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,4.1403,8.013,0.65,1.3,59,0,0,0,0,4,11.5,2.3100000000000005,1.938966252450381e-16,1,0.0077,0.0077,0
vernadite-N(+5)+Na(+1)-U(+6),FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",51,8.0278,2,"0.13, 1.3",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,1.9969,10.0247,0.13,1.3,51,0,0,0,0,4,12.5,2.3100000000000005,1.9415935792008744e-16,1,0.0036,0.0036,0
TiO2-Cl(+7)+Na(+1)-Pu,FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",50,8.6998,2,"0.4, 2.5",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,2.0956,10.7954,0.4,2.5,50,0,0,0,0,2,25.0,2.3100000000000005,1.9419820144511748e-16,0,0.0132,0.0132,0
rutile-N(+5)+Na(+1)-U(+6),FAIL,"only 42 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",42,7.0023,2,"0.013, 1.3",0.3055555555555556,2,0,0.0,"fixed, as expected",2,,2.0253,9.0276,0.013,1.3,42,0,0,0,0,4,10.5,2.31,0.0,1,0.0042,0.0042,0
hematite-Cl(+7)+Na(+1)-Humic acid,FAIL,"only 40 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",40,6.668999999999999,2,"0.25, 2.5",0.3055555555555556,2,0,0.0,"fixed, as expected",2,,3.0097,9.6787,0.25,2.5,40,0,0,0,0,5,8.0,2.31,0.0,1,0.0047,0.0047,0
quartz-Cl(+7)+Fulvic acid+Na(+1)-Eu(+3),FAIL,"only 31 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",31,6.348,2,"0.25, 2.5",0.3055555555555556,2,0,0.0,"fixed, as expected",2,,3.0346,9.3826,0.25,2.5,31,0,0,0,1,3,10.0,2.3100000000000005,1.954242531079898e-16,1,0.0441,0.0441,0
goethite-Cl(-1)+Na(+1)-Ra(+2),FAIL,"only 30 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",30,9.120000000000001,2,"0.01, 0.1",0.3055555555555556,2,0,0.0,"fixed, as expected",2,,2.18,11.3,0.01,0.1,30,0,0,0,5,3,11.0,2.3100000000000005,1.955329126955394e-16,1,0.023,0.023,0
quartz-Cl(+7)+Na(+1)-Fulvic acid,FAIL,"only 30 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",30,6.0878,2,"0.25, 2.5",0.3055555555555556,2,0,0.0,"fixed, as expected",2,,2.9055,8.9933,0.25,2.5,30,0,0,0,1,3,12.0,2.3100000000000005,1.955329126955394e-16,1,0.0423,0.0423,0
goethite-Cl(+7)+Na(+1)-Eu(+3),FAIL,"only 29 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",29,7.4452,2,"0.25, 1.25",0.3055555555555556,2,0,0.0,"fixed, as expected",2,,2.0787,9.5239,0.25,1.25,29,0,0,0,2,2,14.5,2.3100000000000005,1.9564926671517633e-16,1,0.0325,0.0325,0
maghemite-Cl(-1)+Na(+1)-Se(+4),FAIL,"only 27 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",27,7.497,2,"0.01, 0.1",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,3.4982,10.9952,0.01,0.1,27,0,0,0,1,2,13.5,2.31,0.0,1,0.0644,0.0644,0
montmorillonite-Cl(+7)+Na(+1)-Th(+4),FAIL,"only 22 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",22,7.9711300000000005,2,"2.5, 25",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,3.04417,11.0153,2.5,25.0,22,0,0,0,0,2,11.0,2.3100000000000005,1.967704751303887e-16,0,0.0624,0.0624,0
bentonite-Cl(-1)+Na(+1)-H(+1),FAIL,"only 0 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",0,5.8732,2,"0.001, 0.01",0.3055555555555556,1,0,0.0,"fixed, as expected",1,,4.418,10.2912,0.001,0.01,91,91,0,0,0,4,24.5,2.3099999999999996,1.9331149641107902e-16,0,0.0066,0.0066,0
ferrihydrite-N(+5)+Na(+1)-Sr(+2),FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",223,9.3003,3,"0.39, 0.403, 13",0.2777777777777778,4,0,0.0,"fixed, as expected",4,,3.4897,12.79,0.39,13.0,223,0,0,0,1,18,10.5,2.3099999999999996,1.9267891209976958e-16,1,0.0014,0.0014,0
goethite-N(+5)+Na(+1)-Zn(+2),FAIL,"only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",179,5.679400000000001,3,"0.013, 0.13, 1.3",0.2777777777777778,3,0,0.0,"fixed, as expected",3,,4.052,9.7314,0.013,1.3,179,0,0,0,0,17,11.0,2.3099999999999996,1.9278567287023817e-16,1,0.0008,0.0008,0
hematite-Cl(+7)+Na(+1)-Eu(+3),FAIL,"only 2 distinct ionic-strength levels; 2 distinct mineral formulas under one mineral label - ambiguous phase; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",172,5.949999999999999,2,"0.25, 2.5",0.2777777777777778,2,0,0.0,"fixed, as expected",2,,2.246,8.196,0.25,2.5,172,0,0,0,1,7,27.0,2.3099999999999996,1.9280771577533693e-16,2,0.0,0.0,0
montmorillonite-Cl(+7)+Na(+1)-Citric acid,FAIL,"only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",64,7.348999999999999,2,"0.25, 5.5",0.2777777777777778,2,0,0.0,"fixed, as expected",2,1.0,3.37,10.719,0.25,5.5,64,0,0,0,0,4,13.5,2.31,0.0,1,0.0059,0.0059,0
alumina-Cl(+7)+Na(+1)-Np(+5),FAIL,"only 2 distinct ionic-strength levels; 2 distinct mineral formulas under one mineral label - ambiguous phase; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",50,10.2,2,"0.25, 2.5",0.2777777777777778,3,0,0.0,"fixed, as expected",3,,2.0,12.2,0.25,2.5,50,0,0,0,0,4,11.5,2.3100000000000005,1.9419820144511748e-16,2,0.0089,0.0089,0
alumina-N(+5)+Na(+1)-Np(+5),FAIL,"only 45 points (< 50); only 2 distinct ionic-strength levels; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",45,7.2822000000000005,2,"0.13, 1.3",0.2777777777777778,2,0,0.0,"fixed, as expected",2,,3.607,10.8892,0.13,1.3,45,0,0,0,0,3,16.0,2.3100000000000005,1.9441875597553376e-16,1,0.0065,0.0065,0
hematite-Cl(-1)+Na(+1)-Se(+6),FAIL,"only 44 points (< 50); 2 distinct mineral formulas under one mineral label - ambiguous phase; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",44,9.1134,3,"0.001, 0.01, 0.1",0.2777777777777778,3,0,0.0,"fixed, as expected",3,,2.5373,11.6507,0.001,0.1,44,0,0,0,2,6,7.5,2.3100000000000005,1.944689868912345e-16,2,0.0114,0.0114,0
hematite-Cl(-1)+Na(+1)-Se(+4),FAIL,"only 39 points (< 50); 2 distinct mineral formulas under one mineral label - ambiguous phase; only 0% of points come from references that vary ionic strength internally - most 'I coverage' is pooled across studies with fixed I, not real within-study variation",39,9.4885,3,"0.001, 0.01, 0.1",0.2777777777777778,2,0,0.0,"fixed, as expected",2,,2.0532,11.5417,0.001,0.1,39,0,0,0,0,5,8.0,2.3100000000000005,1.9475954283825384e-16,2,0.0522,0.0522,0
